id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos,ID do Navio
2027,Carga Geral E,2023-01-28,Singapura,Seguros,"1,900.00",Seguro diário,,,,,,,,,5
2028,Carga Geral E,2023-01-28,Los Angeles,Carregamento/Descarga,"29,890.40",Carregamento/descarga de 37363 m³ de Carga Solta,Carga Solta,37363.0,,,,,,,5
2029,Carga Geral E,2023-01-28,Singapura,Carregamento/Descarga,"40,950.00",Carregamento/descarga de 34125 m³ de Contêineres,Contêineres,34125.0,,,,,,,5
2112,Carga Geral E,2023-01-29,Xangai,Manutenção,"2,253.71",Manutenção e reparos,,,,,,,,,5
2113,Carga Geral E,2023-01-29,Roterdã,Manutenção,"4,327.24",Manutenção e reparos,,,,,,,,,5
2188,Carga Geral E,2023-01-30,Xangai,Manutenção,"4,457.51",Manutenção e reparos,,,,,,,,,5
2189,Carga Geral E,2023-01-30,Singapura,Seguros,"1,900.00",Seguro diário,,,,,,,,,5
2190,Carga Geral E,2023-01-30,Roterdã,Combustível,"27,295.34",Combustível em Roterdã,,,,,,,,,5
2191,Carga Geral E,2023-01-30,Hamburgo,Taxas Portuárias,"4,870.22",Taxas portuárias em Hamburgo,,,,,,,,,5
14,Frigorífico A,2023-01-01,Hamburgo,Taxas Portuárias,"6,769.82",Taxas portuárias em Hamburgo,,,,,,,,,6
83,Frigorífico A,2023-01-02,Singapura,Combustível,"21,354.40",Combustível em Singapura,,,,,,,,,6
84,Frigorífico A,2023-01-02,Xangai,Combustível,"21,260.56",Combustível em Xangai,,,,,,,,,6
85,Frigorífico A,2023-01-02,Hamburgo,Combustível,"29,294.74",Combustível em Hamburgo,,,,,,,,,6
86,Frigorífico A,2023-01-02,Singapura,Manutenção,"5,454.00",Manutenção e reparos,,,,,,,,,6
165,Frigorífico A,2023-01-03,Los Angeles,Combustível,"26,275.70",Combustível em Los Angeles,,,,,,,,,6
166,Frigorífico A,2023-01-03,Los Angeles,Combustível,"16,011.38",Combustível em Los Angeles,,,,,,,,,6
167,Frigorífico A,2023-01-03,Hamburgo,Combustível,"9,980.14",Combustível em Hamburgo,,,,,,,,,6
245,Frigorífico A,2023-01-04,Singapura,Combustível,"12,230.44",Combustível em Singapura,,,,,,,,,6
246,Frigorífico A,2023-01-04,Xangai,Combustível,"30,877.57",Combustível em Xangai,,,,,,,,,6
247,Frigorífico A,2023-01-04,Singapura,Carregamento/Descarga,"2,229.00",Carregamento/descarga de 2229 m³ de Carnes a -3°C,Carnes,,-3.0,,,,,,6
331,Frigorífico A,2023-01-05,Los Angeles,Manutenção,"3,978.71",Manutenção e reparos,,,,,,,,,6
332,Frigorífico A,2023-01-05,Singapura,Carregamento/Descarga,"18,146.00",Carregamento/descarga de 18146 m³ de Peixe a -7°C,Peixe,,-7.0,,,,,,6
333,Frigorífico A,2023-01-05,Los Angeles,Taxas Portuárias,"4,303.06",Taxas portuárias em Los Angeles,,,,,,,,,6
334,Frigorífico A,2023-01-05,Singapura,Carregamento/Descarga,"15,659.00",Carregamento/descarga de 15659 m³ de Peixe a 4°C,Peixe,,4.0,,,,,,6
335,Frigorífico A,2023-01-05,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
412,Frigorífico A,2023-01-06,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
413,Frigorífico A,2023-01-06,Hamburgo,Carregamento/Descarga,"4,281.00",Carregamento/descarga de 4281 m³ de Peixe a -7°C,Peixe,,-7.0,,,,,,6
414,Frigorífico A,2023-01-06,Singapura,Taxas Portuárias,"4,741.09",Taxas portuárias em Singapura,,,,,,,,,6
484,Frigorífico A,2023-01-07,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
485,Frigorífico A,2023-01-07,Roterdã,Combustível,"15,214.39",Combustível em Roterdã,,,,,,,,,6
486,Frigorífico A,2023-01-07,Roterdã,Carregamento/Descarga,"18,609.00",Carregamento/descarga de 18609 m³ de Outros a 3°C,Outros,,3.0,,,,,,6
487,Frigorífico A,2023-01-07,Hamburgo,Manutenção,"1,977.94",Manutenção e reparos,,,,,,,,,6
488,Frigorífico A,2023-01-07,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
550,Frigorífico A,2023-01-08,Xangai,Combustível,"28,290.41",Combustível em Xangai,,,,,,,,,6
551,Frigorífico A,2023-01-08,Hamburgo,Manutenção,"3,240.83",Manutenção e reparos,,,,,,,,,6
624,Frigorífico A,2023-01-09,Los Angeles,Manutenção,"1,456.61",Manutenção e reparos,,,,,,,,,6
625,Frigorífico A,2023-01-09,Hamburgo,Carregamento/Descarga,"19,488.00",Carregamento/descarga de 19488 m³ de Laticínios a -9°C,Laticínios,,-9.0,,,,,,6
626,Frigorífico A,2023-01-09,Xangai,Taxas Portuárias,"3,794.41",Taxas portuárias em Xangai,,,,,,,,,6
627,Frigorífico A,2023-01-09,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
701,Frigorífico A,2023-01-10,Roterdã,Combustível,"14,371.43",Combustível em Roterdã,,,,,,,,,6
702,Frigorífico A,2023-01-10,Hamburgo,Taxas Portuárias,"2,815.58",Taxas portuárias em Hamburgo,,,,,,,,,6
703,Frigorífico A,2023-01-10,Roterdã,Manutenção,"4,573.77",Manutenção e reparos,,,,,,,,,6
704,Frigorífico A,2023-01-10,Hamburgo,Carregamento/Descarga,"18,976.00",Carregamento/descarga de 18976 m³ de Outros a -18°C,Outros,,-18.0,,,,,,6
780,Frigorífico A,2023-01-11,Los Angeles,Combustível,"14,686.31",Combustível em Los Angeles,,,,,,,,,6
845,Frigorífico A,2023-01-12,Roterdã,Carregamento/Descarga,"12,443.00",Carregamento/descarga de 12443 m³ de Peixe a -5°C,Peixe,,-5.0,,,,,,6
846,Frigorífico A,2023-01-12,Hamburgo,Carregamento/Descarga,"2,839.00",Carregamento/descarga de 2839 m³ de Peixe a -8°C,Peixe,,-8.0,,,,,,6
847,Frigorífico A,2023-01-12,Hamburgo,Manutenção,"3,361.52",Manutenção e reparos,,,,,,,,,6
848,Frigorífico A,2023-01-12,Singapura,Taxas Portuárias,"4,887.64",Taxas portuárias em Singapura,,,,,,,,,6
909,Frigorífico A,2023-01-13,Singapura,Manutenção,"5,848.25",Manutenção e reparos,,,,,,,,,6
910,Frigorífico A,2023-01-13,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
911,Frigorífico A,2023-01-13,Roterdã,Taxas Portuárias,"3,665.27",Taxas portuárias em Roterdã,,,,,,,,,6
912,Frigorífico A,2023-01-13,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
995,Frigorífico A,2023-01-14,Hamburgo,Taxas Portuárias,"3,489.93",Taxas portuárias em Hamburgo,,,,,,,,,6
996,Frigorífico A,2023-01-14,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
997,Frigorífico A,2023-01-14,Roterdã,Taxas Portuárias,"7,336.69",Taxas portuárias em Roterdã,,,,,,,,,6
1075,Frigorífico A,2023-01-15,Singapura,Carregamento/Descarga,"13,377.00",Carregamento/descarga de 13377 m³ de Peixe a -9°C,Peixe,,-9.0,,,,,,6
1076,Frigorífico A,2023-01-15,Xangai,Manutenção,"2,014.65",Manutenção e reparos,,,,,,,,,6
1137,Frigorífico A,2023-01-16,Singapura,Manutenção,"1,755.27",Manutenção e reparos,,,,,,,,,6
1138,Frigorífico A,2023-01-16,Xangai,Taxas Portuárias,"4,607.51",Taxas portuárias em Xangai,,,,,,,,,6
1139,Frigorífico A,2023-01-16,Los Angeles,Combustível,"21,257.84",Combustível em Los Angeles,,,,,,,,,6
1140,Frigorífico A,2023-01-16,Hamburgo,Manutenção,"3,976.39",Manutenção e reparos,,,,,,,,,6
1141,Frigorífico A,2023-01-16,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1220,Frigorífico A,2023-01-17,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1221,Frigorífico A,2023-01-17,Roterdã,Combustível,"9,287.27",Combustível em Roterdã,,,,,,,,,6
1222,Frigorífico A,2023-01-17,Xangai,Carregamento/Descarga,"11,953.80",Carregamento/descarga de 6641 m³ de Laticínios a -10°C,Laticínios,,-10.0,,,,,,6
1223,Frigorífico A,2023-01-17,Xangai,Manutenção,"2,476.79",Manutenção e reparos,,,,,,,,,6
1224,Frigorífico A,2023-01-17,Los Angeles,Combustível,"12,093.15",Combustível em Los Angeles,,,,,,,,,6
1288,Frigorífico A,2023-01-18,Xangai,Combustível,"13,789.14",Combustível em Xangai,,,,,,,,,6
1289,Frigorífico A,2023-01-18,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1290,Frigorífico A,2023-01-18,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1291,Frigorífico A,2023-01-18,Roterdã,Combustível,"15,439.16",Combustível em Roterdã,,,,,,,,,6
1378,Frigorífico A,2023-01-19,Singapura,Combustível,"12,152.97",Combustível em Singapura,,,,,,,,,6
1379,Frigorífico A,2023-01-19,Roterdã,Combustível,"29,027.29",Combustível em Roterdã,,,,,,,,,6
1380,Frigorífico A,2023-01-19,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1381,Frigorífico A,2023-01-19,Roterdã,Combustível,"20,687.61",Combustível em Roterdã,,,,,,,,,6
1382,Frigorífico A,2023-01-19,Singapura,Combustível,"32,716.45",Combustível em Singapura,,,,,,,,,6
1464,Frigorífico A,2023-01-20,Xangai,Manutenção,"5,638.05",Manutenção e reparos,,,,,,,,,6
1465,Frigorífico A,2023-01-20,Xangai,Carregamento/Descarga,"8,320.00",Carregamento/descarga de 8320 m³ de Carnes a 1°C,Carnes,,1.0,,,,,,6
1532,Frigorífico A,2023-01-21,Hamburgo,Manutenção,"1,465.70",Manutenção e reparos,,,,,,,,,6
1533,Frigorífico A,2023-01-21,Hamburgo,Taxas Portuárias,"4,515.11",Taxas portuárias em Hamburgo,,,,,,,,,6
1534,Frigorífico A,2023-01-21,Xangai,Taxas Portuárias,"4,977.51",Taxas portuárias em Xangai,,,,,,,,,6
1535,Frigorífico A,2023-01-21,Xangai,Taxas Portuárias,"7,435.12",Taxas portuárias em Xangai,,,,,,,,,6
1536,Frigorífico A,2023-01-21,Hamburgo,Combustível,"16,404.36",Combustível em Hamburgo,,,,,,,,,6
1596,Frigorífico A,2023-01-22,Roterdã,Carregamento/Descarga,"17,696.00",Carregamento/descarga de 17696 m³ de Carnes a -19°C,Carnes,,-19.0,,,,,,6
1597,Frigorífico A,2023-01-22,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1598,Frigorífico A,2023-01-22,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1666,Frigorífico A,2023-01-23,Singapura,Taxas Portuárias,"7,312.00",Taxas portuárias em Singapura,,,,,,,,,6
1667,Frigorífico A,2023-01-23,Los Angeles,Taxas Portuárias,"7,986.20",Taxas portuárias em Los Angeles,,,,,,,,,6
1668,Frigorífico A,2023-01-23,Roterdã,Manutenção,"1,915.10",Manutenção e reparos,,,,,,,,,6
1669,Frigorífico A,2023-01-23,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1734,Frigorífico A,2023-01-24,Los Angeles,Combustível,"31,980.37",Combustível em Los Angeles,,,,,,,,,6
1735,Frigorífico A,2023-01-24,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1736,Frigorífico A,2023-01-24,Singapura,Taxas Portuárias,"8,844.51",Taxas portuárias em Singapura,,,,,,,,,6
1737,Frigorífico A,2023-01-24,Roterdã,Manutenção,"4,765.44",Manutenção e reparos,,,,,,,,,6
1738,Frigorífico A,2023-01-24,Singapura,Combustível,"21,605.35",Combustível em Singapura,,,,,,,,,6
1807,Frigorífico A,2023-01-25,Los Angeles,Manutenção,"5,676.95",Manutenção e reparos,,,,,,,,,6
1808,Frigorífico A,2023-01-25,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
1809,Frigorífico A,2023-01-25,Singapura,Manutenção,"5,181.89",Manutenção e reparos,,,,,,,,,6
1885,Frigorífico A,2023-01-26,Los Angeles,Combustível,"34,037.70",Combustível em Los Angeles,,,,,,,,,6
1886,Frigorífico A,2023-01-26,Xangai,Taxas Portuárias,"5,433.50",Taxas portuárias em Xangai,,,,,,,,,6
1951,Frigorífico A,2023-01-27,Roterdã,Manutenção,"1,716.82",Manutenção e reparos,,,,,,,,,6
1952,Frigorífico A,2023-01-27,Hamburgo,Combustível,"13,950.51",Combustível em Hamburgo,,,,,,,,,6
2030,Frigorífico A,2023-01-28,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
2031,Frigorífico A,2023-01-28,Hamburgo,Taxas Portuárias,"6,102.01",Taxas portuárias em Hamburgo,,,,,,,,,6
2114,Frigorífico A,2023-01-29,Roterdã,Carregamento/Descarga,"4,547.00",Carregamento/descarga de 4547 m³ de Frutas a 4°C,Frutas,,4.0,,,,,,6
2115,Frigorífico A,2023-01-29,Hamburgo,Manutenção,"5,500.09",Manutenção e reparos,,,,,,,,,6
2116,Frigorífico A,2023-01-29,Xangai,Manutenção,"5,079.10",Manutenção e reparos,,,,,,,,,6
2117,Frigorífico A,2023-01-29,Xangai,Taxas Portuárias,"3,045.36",Taxas portuárias em Xangai,,,,,,,,,6
2192,Frigorífico A,2023-01-30,Roterdã,Manutenção,"4,026.25",Manutenção e reparos,,,,,,,,,6
2193,Frigorífico A,2023-01-30,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,6
15,Frigorífico B,2023-01-01,Singapura,Manutenção,"3,851.05",Manutenção e reparos,,,,,,,,,7
16,Frigorífico B,2023-01-01,Singapura,Carregamento/Descarga,"6,817.00",Carregamento/descarga de 6817 m³ de Laticínios a -12°C,Laticínios,,-12.0,,,,,,7
17,Frigorífico B,2023-01-01,Singapura,Carregamento/Descarga,"4,994.00",Carregamento/descarga de 4994 m³ de Carnes a -16°C,Carnes,,-16.0,,,,,,7
18,Frigorífico B,2023-01-01,Singapura,Manutenção,"5,749.04",Manutenção e reparos,,,,,,,,,7
87,Frigorífico B,2023-01-02,Los Angeles,Taxas Portuárias,"4,787.74",Taxas portuárias em Los Angeles,,,,,,,,,7
88,Frigorífico B,2023-01-02,Los Angeles,Taxas Portuárias,"4,540.44",Taxas portuárias em Los Angeles,,,,,,,,,7
168,Frigorífico B,2023-01-03,Xangai,Carregamento/Descarga,"3,778.00",Carregamento/descarga de 3778 m³ de Peixe a -3°C,Peixe,,-3.0,,,,,,7
248,Frigorífico B,2023-01-04,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
249,Frigorífico B,2023-01-04,Hamburgo,Combustível,"32,362.83",Combustível em Hamburgo,,,,,,,,,7
250,Frigorífico B,2023-01-04,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
251,Frigorífico B,2023-01-04,Singapura,Manutenção,"3,069.59",Manutenção e reparos,,,,,,,,,7
336,Frigorífico B,2023-01-05,Roterdã,Combustível,"10,325.98",Combustível em Roterdã,,,,,,,,,7
337,Frigorífico B,2023-01-05,Xangai,Combustível,"33,384.82",Combustível em Xangai,,,,,,,,,7
415,Frigorífico B,2023-01-06,Roterdã,Taxas Portuárias,"6,959.31",Taxas portuárias em Roterdã,,,,,,,,,7
416,Frigorífico B,2023-01-06,Singapura,Combustível,"16,132.67",Combustível em Singapura,,,,,,,,,7
417,Frigorífico B,2023-01-06,Xangai,Combustível,"10,275.75",Combustível em Xangai,,,,,,,,,7
418,Frigorífico B,2023-01-06,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
489,Frigorífico B,2023-01-07,Hamburgo,Carregamento/Descarga,"19,095.00",Carregamento/descarga de 19095 m³ de Peixe a -15°C,Peixe,,-15.0,,,,,,7
552,Frigorífico B,2023-01-08,Xangai,Taxas Portuárias,"5,983.27",Taxas portuárias em Xangai,,,,,,,,,7
553,Frigorífico B,2023-01-08,Los Angeles,Manutenção,"5,358.90",Manutenção e reparos,,,,,,,,,7
628,Frigorífico B,2023-01-09,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
629,Frigorífico B,2023-01-09,Xangai,Combustível,"15,258.20",Combustível em Xangai,,,,,,,,,7
630,Frigorífico B,2023-01-09,Roterdã,Carregamento/Descarga,"2,877.00",Carregamento/descarga de 2877 m³ de Outros a -16°C,Outros,,-16.0,,,,,,7
631,Frigorífico B,2023-01-09,Hamburgo,Taxas Portuárias,"6,391.45",Taxas portuárias em Hamburgo,,,,,,,,,7
632,Frigorífico B,2023-01-09,Los Angeles,Manutenção,"1,451.35",Manutenção e reparos,,,,,,,,,7
705,Frigorífico B,2023-01-10,Xangai,Carregamento/Descarga,"3,638.00",Carregamento/descarga de 3638 m³ de Peixe a -12°C,Peixe,,-12.0,,,,,,7
706,Frigorífico B,2023-01-10,Roterdã,Combustível,"17,262.66",Combustível em Roterdã,,,,,,,,,7
707,Frigorífico B,2023-01-10,Hamburgo,Manutenção,"1,651.11",Manutenção e reparos,,,,,,,,,7
781,Frigorífico B,2023-01-11,Singapura,Manutenção,"2,502.42",Manutenção e reparos,,,,,,,,,7
782,Frigorífico B,2023-01-11,Los Angeles,Manutenção,"5,193.94",Manutenção e reparos,,,,,,,,,7
783,Frigorífico B,2023-01-11,Roterdã,Carregamento/Descarga,"5,633.00",Carregamento/descarga de 5633 m³ de Peixe a -15°C,Peixe,,-15.0,,,,,,7
784,Frigorífico B,2023-01-11,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
849,Frigorífico B,2023-01-12,Xangai,Manutenção,"4,908.69",Manutenção e reparos,,,,,,,,,7
850,Frigorífico B,2023-01-12,Xangai,Carregamento/Descarga,"5,811.00",Carregamento/descarga de 5811 m³ de Frutas a -16°C,Frutas,,-16.0,,,,,,7
851,Frigorífico B,2023-01-12,Hamburgo,Taxas Portuárias,"8,455.97",Taxas portuárias em Hamburgo,,,,,,,,,7
852,Frigorífico B,2023-01-12,Singapura,Carregamento/Descarga,"14,300.00",Carregamento/descarga de 14300 m³ de Carnes a -17°C,Carnes,,-17.0,,,,,,7
853,Frigorífico B,2023-01-12,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
913,Frigorífico B,2023-01-13,Hamburgo,Carregamento/Descarga,"10,127.00",Carregamento/descarga de 10127 m³ de Laticínios a -18°C,Laticínios,,-18.0,,,,,,7
914,Frigorífico B,2023-01-13,Xangai,Manutenção,"5,207.46",Manutenção e reparos,,,,,,,,,7
915,Frigorífico B,2023-01-13,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
916,Frigorífico B,2023-01-13,Los Angeles,Combustível,"26,132.37",Combustível em Los Angeles,,,,,,,,,7
998,Frigorífico B,2023-01-14,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
999,Frigorífico B,2023-01-14,Roterdã,Taxas Portuárias,"3,236.93",Taxas portuárias em Roterdã,,,,,,,,,7
1000,Frigorífico B,2023-01-14,Singapura,Manutenção,"1,299.28",Manutenção e reparos,,,,,,,,,7
1001,Frigorífico B,2023-01-14,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1077,Frigorífico B,2023-01-15,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1142,Frigorífico B,2023-01-16,Xangai,Manutenção,"1,730.11",Manutenção e reparos,,,,,,,,,7
1143,Frigorífico B,2023-01-16,Hamburgo,Combustível,"14,072.39",Combustível em Hamburgo,,,,,,,,,7
1144,Frigorífico B,2023-01-16,Los Angeles,Taxas Portuárias,"8,375.71",Taxas portuárias em Los Angeles,,,,,,,,,7
1225,Frigorífico B,2023-01-17,Los Angeles,Manutenção,"1,853.77",Manutenção e reparos,,,,,,,,,7
1226,Frigorífico B,2023-01-17,Xangai,Taxas Portuárias,"4,474.54",Taxas portuárias em Xangai,,,,,,,,,7
1227,Frigorífico B,2023-01-17,Los Angeles,Taxas Portuárias,"3,821.36",Taxas portuárias em Los Angeles,,,,,,,,,7
1228,Frigorífico B,2023-01-17,Los Angeles,Carregamento/Descarga,"16,086.00",Carregamento/descarga de 16086 m³ de Peixe a -13°C,Peixe,,-13.0,,,,,,7
1292,Frigorífico B,2023-01-18,Hamburgo,Carregamento/Descarga,"16,677.00",Carregamento/descarga de 16677 m³ de Peixe a -15°C,Peixe,,-15.0,,,,,,7
1293,Frigorífico B,2023-01-18,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1294,Frigorífico B,2023-01-18,Xangai,Manutenção,"2,184.21",Manutenção e reparos,,,,,,,,,7
1383,Frigorífico B,2023-01-19,Los Angeles,Taxas Portuárias,"4,307.32",Taxas portuárias em Los Angeles,,,,,,,,,7
1384,Frigorífico B,2023-01-19,Los Angeles,Manutenção,"1,378.33",Manutenção e reparos,,,,,,,,,7
1466,Frigorífico B,2023-01-20,Roterdã,Taxas Portuárias,"6,266.35",Taxas portuárias em Roterdã,,,,,,,,,7
1537,Frigorífico B,2023-01-21,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1538,Frigorífico B,2023-01-21,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1539,Frigorífico B,2023-01-21,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1540,Frigorífico B,2023-01-21,Hamburgo,Manutenção,"4,698.06",Manutenção e reparos,,,,,,,,,7
1599,Frigorífico B,2023-01-22,Los Angeles,Manutenção,"3,788.45",Manutenção e reparos,,,,,,,,,7
1600,Frigorífico B,2023-01-22,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1670,Frigorífico B,2023-01-23,Xangai,Taxas Portuárias,"2,601.74",Taxas portuárias em Xangai,,,,,,,,,7
1671,Frigorífico B,2023-01-23,Roterdã,Taxas Portuárias,"5,542.89",Taxas portuárias em Roterdã,,,,,,,,,7
1672,Frigorífico B,2023-01-23,Hamburgo,Taxas Portuárias,"5,610.01",Taxas portuárias em Hamburgo,,,,,,,,,7
1739,Frigorífico B,2023-01-24,Xangai,Combustível,"13,929.17",Combustível em Xangai,,,,,,,,,7
1740,Frigorífico B,2023-01-24,Roterdã,Combustível,"20,681.04",Combustível em Roterdã,,,,,,,,,7
1741,Frigorífico B,2023-01-24,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1810,Frigorífico B,2023-01-25,Los Angeles,Carregamento/Descarga,"3,803.00",Carregamento/descarga de 3803 m³ de Outros a 4°C,Outros,,4.0,,,,,,7
1887,Frigorífico B,2023-01-26,Xangai,Manutenção,"5,020.66",Manutenção e reparos,,,,,,,,,7
1888,Frigorífico B,2023-01-26,Los Angeles,Carregamento/Descarga,"15,349.50",Carregamento/descarga de 10233 m³ de Carnes a 0°C,Carnes,,0.0,,,,,,7
1953,Frigorífico B,2023-01-27,Xangai,Combustível,"18,859.34",Combustível em Xangai,,,,,,,,,7
1954,Frigorífico B,2023-01-27,Los Angeles,Manutenção,"5,509.16",Manutenção e reparos,,,,,,,,,7
1955,Frigorífico B,2023-01-27,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1956,Frigorífico B,2023-01-27,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
1957,Frigorífico B,2023-01-27,Singapura,Manutenção,"4,478.72",Manutenção e reparos,,,,,,,,,7
2032,Frigorífico B,2023-01-28,Xangai,Taxas Portuárias,"5,475.56",Taxas portuárias em Xangai,,,,,,,,,7
2033,Frigorífico B,2023-01-28,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
2034,Frigorífico B,2023-01-28,Los Angeles,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
2035,Frigorífico B,2023-01-28,Singapura,Carregamento/Descarga,"8,038.00",Carregamento/descarga de 8038 m³ de Peixe a -2°C,Peixe,,-2.0,,,,,,7
2118,Frigorífico B,2023-01-29,Roterdã,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
2119,Frigorífico B,2023-01-29,Hamburgo,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
2120,Frigorífico B,2023-01-29,Hamburgo,Combustível,"22,024.63",Combustível em Hamburgo,,,,,,,,,7
2121,Frigorífico B,2023-01-29,Singapura,Taxas Portuárias,"6,258.58",Taxas portuárias em Singapura,,,,,,,,,7
2122,Frigorífico B,2023-01-29,Los Angeles,Carregamento/Descarga,"14,766.00",Carregamento/descarga de 14766 m³ de Peixe a -8°C,Peixe,,-8.0,,,,,,7
2194,Frigorífico B,2023-01-30,Xangai,Seguros,"2,500.00",Seguro diário,,,,,,,,,7
19,Frigorífico C,2023-01-01,Los Angeles,Carregamento/Descarga,"15,633.00",Carregamento/descarga de 15633 m³ de Frutas a -11°C,Frutas,,-11.0,,,,,,8
20,Frigorífico C,2023-01-01,Los Angeles,Carregamento/Descarga,"11,593.00",Carregamento/descarga de 11593 m³ de Laticínios a 1°C,Laticínios,,1.0,,,,,,8
21,Frigorífico C,2023-01-01,Xangai,Manutenção,"4,964.16",Manutenção e reparos,,,,,,,,,8
89,Frigorífico C,2023-01-02,Roterdã,Carregamento/Descarga,"18,312.00",Carregamento/descarga de 18312 m³ de Frutas a -3°C,Frutas,,-3.0,,,,,,8
90,Frigorífico C,2023-01-02,Los Angeles,Manutenção,"2,953.76",Manutenção e reparos,,,,,,,,,8
91,Frigorífico C,2023-01-02,Singapura,Combustível,"16,714.34",Combustível em Singapura,,,,,,,,,8
92,Frigorífico C,2023-01-02,Hamburgo,Carregamento/Descarga,"25,210.50",Carregamento/descarga de 16807 m³ de Outros a 0°C,Outros,,0.0,,,,,,8
93,Frigorífico C,2023-01-02,Singapura,Carregamento/Descarga,"15,370.00",Carregamento/descarga de 15370 m³ de Frutas a -18°C,Frutas,,-18.0,,,,,,8
169,Frigorífico C,2023-01-03,Singapura,Seguros,"2,500.00",Seguro diário,,,,,,,,,8
170,Frigorífico C,2023-01-03,Singapura,Manutenção,"4,491.93",Manutenção e reparos,,,,,,,,,8
171,Frigorífico C,2023-01-03,Los Angeles,Combustível,"20,441.95",Combustível em Los Angeles,,,,,,,,,8
172,Frigorífico C,2023-01-03,Xangai,Carregamento/Descarga,"11,198.00",Carregamento/descarga de 11198 m³ de Laticínios a -16°C,Laticínios,,-16.0,,,,,,8
252,Frigorífico C,2023-01-04,Xangai,Carregamento/Descarga,"10,169.00",Carregamento/descarga de 10169 m³ de Carnes a 2°C,Carnes,,2.0,,,,,,8
338,Frigorífico C,2023-01-05,Xangai,Manutenção,"5,064.09",Manutenção e reparos,,,,,,,,,8
339,Frigorífico C,2023-01-05,Hamburgo,Taxas Portuárias,"2,818.26",Taxas portuárias em Hamburgo,,,,,,,,,8
340,Frigorífico C,2023-01-05,Singapura,Taxas Portuárias,"2,751.96",Taxas portuárias em Singapura,,,,,,,,,8
341,Frigorífico C,2023-01-05,Los Angeles,Carregamento/Descarga,"18,033.00",Carregamento/descarga de 18033 m³ de Carnes a 4°C,Carnes,,4.0,,,,,,8
419,Frigorífico C,2023-01-06,Los Angeles,Carregamento/Descarga,"5,648.00",Carregamento/descarga de 5648 m³ de Laticínios a -4°C,Laticínios,,-4.0,,,,,,8
420,Frigorífico C,2023-01-06,Singapura,Combustível,"29,306.64",Combustível em Singapura,,,,,,,,,8
421,Frigorífico C,2023-01-06,Los Angeles,Combustível,"9,917.75",Combustível em Los Angeles,,,,,,,,,8
422,Frigorífico C,2023-01-06,Hamburgo,Taxas Portuárias,"7,435.66",Taxas portuárias em Hamburgo,,,,,,,,,8
