id_log,SHIP_NAME,DATE_,Porto,TYPE_COST,VALUE,Descrição,LOAD_NAME,VOLUME,TEMP,WEIGHT_TONNAGE,NUMBER_OF_CONTAINERS,NUMBER_OF_VEHICLES
535,Frigorífico D,2023-01-06,Xangai,Combustível,9329.69,Combustível em Xangai,,,,,,
536,Frigorífico E,2023-01-06,Hamburgo,Manutenção,2224.41,Manutenção e reparos,,,,,,
537,Frigorífico E,2023-01-06,Los Angeles,Combustível,15171.36,Combustível em Los Angeles,,,,,,
538,Frigorífico A,2023-01-07,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
539,Frigorífico A,2023-01-07,Roterdã,Combustível,15214.39,Combustível em Roterdã,,,,,,
540,Frigorífico A,2023-01-07,Roterdã,Carregamento/Descarga,18609.0,Carregamento/descarga de 18609 m³ de Outros a 3°C,Outros,18609.0,3.0,,,
541,Frigorífico A,2023-01-07,Hamburgo,Manutenção,1977.94,Manutenção e reparos,,,,,,
542,Frigorífico A,2023-01-07,Xangai,Seguros,2500.0,Seguro diário,,,,,,
543,Frigorífico B,2023-01-07,Hamburgo,Carregamento/Descarga,19095.0,Carregamento/descarga de 19095 m³ de Peixe a -15°C,Peixe,19095.0,-15.0,,,
544,Frigorífico C,2023-01-07,Singapura,Combustível,30053.6,Combustível em Singapura,,,,,,
545,Frigorífico D,2023-01-07,Hamburgo,Combustível,27072.38,Combustível em Hamburgo,,,,,,
546,Frigorífico D,2023-01-07,Singapura,Taxas Portuárias,5547.24,Taxas portuárias em Singapura,,,,,,
547,Frigorífico E,2023-01-07,Los Angeles,Carregamento/Descarga,13859.0,Carregamento/descarga de 13859 m³ de Frutas a -7°C,Frutas,13859.0,-7.0,,,
548,Frigorífico E,2023-01-07,Xangai,Seguros,2500.0,Seguro diário,,,,,,
549,Frigorífico E,2023-01-07,Roterdã,Taxas Portuárias,6255.4,Taxas portuárias em Roterdã,,,,,,
550,Frigorífico E,2023-01-07,Xangai,Seguros,2500.0,Seguro diário,,,,,,
551,Frigorífico A,2023-01-08,Xangai,Combustível,28290.41,Combustível em Xangai,,,,,,
552,Frigorífico A,2023-01-08,Hamburgo,Manutenção,3240.83,Manutenção e reparos,,,,,,
553,Frigorífico B,2023-01-08,Xangai,Taxas Portuárias,5983.27,Taxas portuárias em Xangai,,,,,,
554,Frigorífico B,2023-01-08,Los Angeles,Manutenção,5358.9,Manutenção e reparos,,,,,,
555,Frigorífico C,2023-01-08,Los Angeles,Taxas Portuárias,3967.56,Taxas portuárias em Los Angeles,,,,,,
556,Frigorífico D,2023-01-08,Singapura,Carregamento/Descarga,11377.0,Carregamento/descarga de 11377 m³ de Laticínios a -18°C,Laticínios,11377.0,-18.0,,,
557,Frigorífico E,2023-01-08,Xangai,Carregamento/Descarga,6753.0,Carregamento/descarga de 6753 m³ de Peixe a -18°C,Peixe,6753.0,-18.0,,,
558,Frigorífico E,2023-01-08,Roterdã,Carregamento/Descarga,3849.0,Carregamento/descarga de 3849 m³ de Outros a -9°C,Outros,3849.0,-9.0,,,
559,Frigorífico E,2023-01-08,Singapura,Manutenção,3960.12,Manutenção e reparos,,,,,,
560,Frigorífico E,2023-01-08,Los Angeles,Manutenção,5620.42,Manutenção e reparos,,,,,,
561,Frigorífico A,2023-01-09,Los Angeles,Manutenção,1456.61,Manutenção e reparos,,,,,,
562,Frigorífico A,2023-01-09,Hamburgo,Carregamento/Descarga,19488.0,Carregamento/descarga de 19488 m³ de Laticínios a -9°C,Laticínios,19488.0,-9.0,,,
563,Frigorífico A,2023-01-09,Xangai,Taxas Portuárias,3794.41,Taxas portuárias em Xangai,,,,,,
564,Frigorífico A,2023-01-09,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
565,Frigorífico B,2023-01-09,Xangai,Seguros,2500.0,Seguro diário,,,,,,
566,Frigorífico B,2023-01-09,Xangai,Combustível,15258.2,Combustível em Xangai,,,,,,
567,Frigorífico B,2023-01-09,Roterdã,Carregamento/Descarga,2877.0,Carregamento/descarga de 2877 m³ de Outros a -16°C,Outros,2877.0,-16.0,,,
568,Frigorífico B,2023-01-09,Hamburgo,Taxas Portuárias,6391.45,Taxas portuárias em Hamburgo,,,,,,
569,Frigorífico B,2023-01-09,Los Angeles,Manutenção,1451.35,Manutenção e reparos,,,,,,
570,Frigorífico C,2023-01-09,Roterdã,Combustível,16082.25,Combustível em Roterdã,,,,,,
571,Frigorífico C,2023-01-09,Singapura,Seguros,2500.0,Seguro diário,,,,,,
572,Frigorífico C,2023-01-09,Xangai,Seguros,2500.0,Seguro diário,,,,,,
573,Frigorífico C,2023-01-09,Singapura,Carregamento/Descarga,10582.0,Carregamento/descarga de 10582 m³ de Peixe a -5°C,Peixe,10582.0,-5.0,,,
574,Frigorífico D,2023-01-09,Hamburgo,Manutenção,3202.65,Manutenção e reparos,,,,,,
575,Frigorífico D,2023-01-09,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
576,Frigorífico D,2023-01-09,Hamburgo,Manutenção,3300.52,Manutenção e reparos,,,,,,
577,Frigorífico D,2023-01-09,Xangai,Seguros,2500.0,Seguro diário,,,,,,
578,Frigorífico D,2023-01-09,Hamburgo,Taxas Portuárias,5668.47,Taxas portuárias em Hamburgo,,,,,,
579,Frigorífico E,2023-01-09,Hamburgo,Carregamento/Descarga,11314.0,Carregamento/descarga de 11314 m³ de Peixe a -4°C,Peixe,11314.0,-4.0,,,
580,Frigorífico E,2023-01-09,Los Angeles,Combustível,34947.51,Combustível em Los Angeles,,,,,,
581,Frigorífico E,2023-01-09,Singapura,Combustível,25543.89,Combustível em Singapura,,,,,,
582,Frigorífico E,2023-01-09,Los Angeles,Manutenção,3790.2,Manutenção e reparos,,,,,,
583,Frigorífico E,2023-01-09,Xangai,Seguros,2500.0,Seguro diário,,,,,,
584,Frigorífico A,2023-01-10,Roterdã,Combustível,14371.43,Combustível em Roterdã,,,,,,
585,Frigorífico A,2023-01-10,Hamburgo,Taxas Portuárias,2815.58,Taxas portuárias em Hamburgo,,,,,,
586,Frigorífico A,2023-01-10,Roterdã,Manutenção,4573.77,Manutenção e reparos,,,,,,
587,Frigorífico A,2023-01-10,Hamburgo,Carregamento/Descarga,18976.0,Carregamento/descarga de 18976 m³ de Outros a -18°C,Outros,18976.0,-18.0,,,
588,Frigorífico B,2023-01-10,Xangai,Carregamento/Descarga,3638.0,Carregamento/descarga de 3638 m³ de Peixe a -12°C,Peixe,3638.0,-12.0,,,
589,Frigorífico B,2023-01-10,Roterdã,Combustível,17262.66,Combustível em Roterdã,,,,,,
590,Frigorífico B,2023-01-10,Hamburgo,Manutenção,1651.11,Manutenção e reparos,,,,,,
591,Frigorífico C,2023-01-10,Roterdã,Carregamento/Descarga,10599.6,Carregamento/descarga de 8833 m³ de Peixe a 5°C,Peixe,8833.0,5.0,,,
592,Frigorífico C,2023-01-10,Roterdã,Carregamento/Descarga,7057.0,Carregamento/descarga de 7057 m³ de Peixe a -17°C,Peixe,7057.0,-17.0,,,
593,Frigorífico D,2023-01-10,Los Angeles,Combustível,11097.46,Combustível em Los Angeles,,,,,,
594,Frigorífico D,2023-01-10,Xangai,Seguros,2500.0,Seguro diário,,,,,,
595,Frigorífico D,2023-01-10,Xangai,Manutenção,4252.1,Manutenção e reparos,,,,,,
596,Frigorífico D,2023-01-10,Los Angeles,Manutenção,2939.63,Manutenção e reparos,,,,,,
597,Frigorífico E,2023-01-10,Xangai,Carregamento/Descarga,20356.2,Carregamento/descarga de 11309 m³ de Laticínios a -10°C,Laticínios,11309.0,-10.0,,,
598,Frigorífico A,2023-01-11,Los Angeles,Combustível,14686.31,Combustível em Los Angeles,,,,,,
599,Frigorífico B,2023-01-11,Singapura,Manutenção,2502.42,Manutenção e reparos,,,,,,
600,Frigorífico B,2023-01-11,Los Angeles,Manutenção,5193.94,Manutenção e reparos,,,,,,
601,Frigorífico B,2023-01-11,Roterdã,Carregamento/Descarga,5633.0,Carregamento/descarga de 5633 m³ de Peixe a -15°C,Peixe,5633.0,-15.0,,,
602,Frigorífico B,2023-01-11,Xangai,Seguros,2500.0,Seguro diário,,,,,,
603,Frigorífico C,2023-01-11,Singapura,Taxas Portuárias,2913.93,Taxas portuárias em Singapura,,,,,,
604,Frigorífico C,2023-01-11,Los Angeles,Combustível,27431.97,Combustível em Los Angeles,,,,,,
605,Frigorífico C,2023-01-11,Los Angeles,Taxas Portuárias,4918.04,Taxas portuárias em Los Angeles,,,,,,
606,Frigorífico C,2023-01-11,Hamburgo,Combustível,21723.66,Combustível em Hamburgo,,,,,,
607,Frigorífico C,2023-01-11,Xangai,Manutenção,4503.81,Manutenção e reparos,,,,,,
608,Frigorífico D,2023-01-11,Roterdã,Taxas Portuárias,5426.34,Taxas portuárias em Roterdã,,,,,,
609,Frigorífico E,2023-01-11,Singapura,Seguros,2500.0,Seguro diário,,,,,,
610,Frigorífico E,2023-01-11,Roterdã,Combustível,17544.2,Combustível em Roterdã,,,,,,
611,Frigorífico E,2023-01-11,Roterdã,Combustível,21853.3,Combustível em Roterdã,,,,,,
612,Frigorífico A,2023-01-12,Roterdã,Carregamento/Descarga,12443.0,Carregamento/descarga de 12443 m³ de Peixe a -5°C,Peixe,12443.0,-5.0,,,
613,Frigorífico A,2023-01-12,Hamburgo,Carregamento/Descarga,2839.0,Carregamento/descarga de 2839 m³ de Peixe a -8°C,Peixe,2839.0,-8.0,,,
614,Frigorífico A,2023-01-12,Hamburgo,Manutenção,3361.52,Manutenção e reparos,,,,,,
615,Frigorífico A,2023-01-12,Singapura,Taxas Portuárias,4887.64,Taxas portuárias em Singapura,,,,,,
616,Frigorífico B,2023-01-12,Xangai,Manutenção,4908.69,Manutenção e reparos,,,,,,
617,Frigorífico B,2023-01-12,Xangai,Carregamento/Descarga,5811.0,Carregamento/descarga de 5811 m³ de Frutas a -16°C,Frutas,5811.0,-16.0,,,
618,Frigorífico B,2023-01-12,Hamburgo,Taxas Portuárias,8455.97,Taxas portuárias em Hamburgo,,,,,,
619,Frigorífico B,2023-01-12,Singapura,Carregamento/Descarga,14300.0,Carregamento/descarga de 14300 m³ de Carnes a -17°C,Carnes,14300.0,-17.0,,,
620,Frigorífico B,2023-01-12,Xangai,Seguros,2500.0,Seguro diário,,,,,,
621,Frigorífico C,2023-01-12,Los Angeles,Combustível,29012.48,Combustível em Los Angeles,,,,,,
622,Frigorífico D,2023-01-12,Xangai,Manutenção,4171.29,Manutenção e reparos,,,,,,
623,Frigorífico E,2023-01-12,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
624,Frigorífico E,2023-01-12,Singapura,Seguros,2500.0,Seguro diário,,,,,,
625,Frigorífico A,2023-01-13,Singapura,Manutenção,5848.25,Manutenção e reparos,,,,,,
626,Frigorífico A,2023-01-13,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
627,Frigorífico A,2023-01-13,Roterdã,Taxas Portuárias,3665.27,Taxas portuárias em Roterdã,,,,,,
628,Frigorífico A,2023-01-13,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
629,Frigorífico B,2023-01-13,Hamburgo,Carregamento/Descarga,10127.0,Carregamento/descarga de 10127 m³ de Laticínios a -18°C,Laticínios,10127.0,-18.0,,,
630,Frigorífico B,2023-01-13,Xangai,Manutenção,5207.46,Manutenção e reparos,,,,,,
631,Frigorífico B,2023-01-13,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
632,Frigorífico B,2023-01-13,Los Angeles,Combustível,26132.37,Combustível em Los Angeles,,,,,,
633,Frigorífico C,2023-01-13,Singapura,Carregamento/Descarga,15850.0,Carregamento/descarga de 15850 m³ de Peixe a -3°C,Peixe,15850.0,-3.0,,,
634,Frigorífico C,2023-01-13,Singapura,Seguros,2500.0,Seguro diário,,,,,,
635,Frigorífico C,2023-01-13,Xangai,Manutenção,4432.84,Manutenção e reparos,,,,,,
636,Frigorífico C,2023-01-13,Singapura,Seguros,2500.0,Seguro diário,,,,,,
637,Frigorífico C,2023-01-13,Los Angeles,Taxas Portuárias,3752.75,Taxas portuárias em Los Angeles,,,,,,
638,Frigorífico D,2023-01-13,Xangai,Combustível,15731.27,Combustível em Xangai,,,,,,
639,Frigorífico D,2023-01-13,Xangai,Combustível,31885.38,Combustível em Xangai,,,,,,
640,Frigorífico D,2023-01-13,Hamburgo,Carregamento/Descarga,19516.0,Carregamento/descarga de 19516 m³ de Carnes a 2°C,Carnes,19516.0,2.0,,,
641,Frigorífico E,2023-01-13,Roterdã,Taxas Portuárias,7222.89,Taxas portuárias em Roterdã,,,,,,
642,Frigorífico E,2023-01-13,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
643,Frigorífico E,2023-01-13,Singapura,Carregamento/Descarga,4410.0,Carregamento/descarga de 2205 m³ de Outros a -20°C,Outros,2205.0,-20.0,,,
644,Frigorífico E,2023-01-13,Singapura,Carregamento/Descarga,17308.0,Carregamento/descarga de 17308 m³ de Frutas a -9°C,Frutas,17308.0,-9.0,,,
645,Frigorífico E,2023-01-13,Roterdã,Carregamento/Descarga,10816.0,Carregamento/descarga de 10816 m³ de Carnes a -1°C,Carnes,10816.0,-1.0,,,
646,Frigorífico A,2023-01-14,Hamburgo,Taxas Portuárias,3489.93,Taxas portuárias em Hamburgo,,,,,,
647,Frigorífico A,2023-01-14,Xangai,Seguros,2500.0,Seguro diário,,,,,,
648,Frigorífico A,2023-01-14,Roterdã,Taxas Portuárias,7336.69,Taxas portuárias em Roterdã,,,,,,
649,Frigorífico B,2023-01-14,Xangai,Seguros,2500.0,Seguro diário,,,,,,
650,Frigorífico B,2023-01-14,Roterdã,Taxas Portuárias,3236.93,Taxas portuárias em Roterdã,,,,,,
651,Frigorífico B,2023-01-14,Singapura,Manutenção,1299.28,Manutenção e reparos,,,,,,
652,Frigorífico B,2023-01-14,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
653,Frigorífico C,2023-01-14,Los Angeles,Taxas Portuárias,3976.77,Taxas portuárias em Los Angeles,,,,,,
654,Frigorífico C,2023-01-14,Xangai,Manutenção,1431.79,Manutenção e reparos,,,,,,
655,Frigorífico D,2023-01-14,Hamburgo,Combustível,30657.8,Combustível em Hamburgo,,,,,,
656,Frigorífico D,2023-01-14,Los Angeles,Combustível,17098.95,Combustível em Los Angeles,,,,,,
657,Frigorífico D,2023-01-14,Xangai,Manutenção,5351.22,Manutenção e reparos,,,,,,
658,Frigorífico E,2023-01-14,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
659,Frigorífico E,2023-01-14,Hamburgo,Taxas Portuárias,4471.91,Taxas portuárias em Hamburgo,,,,,,
660,Frigorífico E,2023-01-14,Roterdã,Manutenção,4698.13,Manutenção e reparos,,,,,,
661,Frigorífico E,2023-01-14,Singapura,Seguros,2500.0,Seguro diário,,,,,,
662,Frigorífico A,2023-01-15,Singapura,Carregamento/Descarga,13377.0,Carregamento/descarga de 13377 m³ de Peixe a -9°C,Peixe,13377.0,-9.0,,,
663,Frigorífico A,2023-01-15,Xangai,Manutenção,2014.65,Manutenção e reparos,,,,,,
664,Frigorífico B,2023-01-15,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
665,Frigorífico C,2023-01-15,Xangai,Manutenção,5758.86,Manutenção e reparos,,,,,,
666,Frigorífico D,2023-01-15,Los Angeles,Carregamento/Descarga,17992.0,Carregamento/descarga de 17992 m³ de Peixe a -5°C,Peixe,17992.0,-5.0,,,
667,Frigorífico D,2023-01-15,Roterdã,Carregamento/Descarga,2320.0,Carregamento/descarga de 2320 m³ de Frutas a 2°C,Frutas,2320.0,2.0,,,
668,Frigorífico D,2023-01-15,Los Angeles,Combustível,23079.63,Combustível em Los Angeles,,,,,,
669,Frigorífico D,2023-01-15,Roterdã,Manutenção,5794.73,Manutenção e reparos,,,,,,
670,Frigorífico E,2023-01-15,Singapura,Combustível,24070.65,Combustível em Singapura,,,,,,
671,Frigorífico E,2023-01-15,Hamburgo,Taxas Portuárias,4145.17,Taxas portuárias em Hamburgo,,,,,,
672,Frigorífico E,2023-01-15,Los Angeles,Taxas Portuárias,6953.85,Taxas portuárias em Los Angeles,,,,,,
673,Frigorífico E,2023-01-15,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
674,Frigorífico E,2023-01-15,Hamburgo,Carregamento/Descarga,10852.0,Carregamento/descarga de 10852 m³ de Peixe a -17°C,Peixe,10852.0,-17.0,,,
675,Frigorífico A,2023-01-16,Singapura,Manutenção,1755.27,Manutenção e reparos,,,,,,
676,Frigorífico A,2023-01-16,Xangai,Taxas Portuárias,4607.51,Taxas portuárias em Xangai,,,,,,
677,Frigorífico A,2023-01-16,Los Angeles,Combustível,21257.84,Combustível em Los Angeles,,,,,,
678,Frigorífico A,2023-01-16,Hamburgo,Manutenção,3976.39,Manutenção e reparos,,,,,,
679,Frigorífico A,2023-01-16,Xangai,Seguros,2500.0,Seguro diário,,,,,,
680,Frigorífico B,2023-01-16,Xangai,Manutenção,1730.11,Manutenção e reparos,,,,,,
681,Frigorífico B,2023-01-16,Hamburgo,Combustível,14072.39,Combustível em Hamburgo,,,,,,
682,Frigorífico B,2023-01-16,Los Angeles,Taxas Portuárias,8375.71,Taxas portuárias em Los Angeles,,,,,,
683,Frigorífico C,2023-01-16,Singapura,Combustível,18583.57,Combustível em Singapura,,,,,,
684,Frigorífico D,2023-01-16,Los Angeles,Manutenção,5985.8,Manutenção e reparos,,,,,,
685,Frigorífico D,2023-01-16,Hamburgo,Carregamento/Descarga,9815.0,Carregamento/descarga de 9815 m³ de Peixe a -4°C,Peixe,9815.0,-4.0,,,
686,Frigorífico D,2023-01-16,Los Angeles,Carregamento/Descarga,11479.0,Carregamento/descarga de 11479 m³ de Carnes a -16°C,Carnes,11479.0,-16.0,,,
687,Frigorífico E,2023-01-16,Singapura,Manutenção,5631.52,Manutenção e reparos,,,,,,
688,Frigorífico E,2023-01-16,Xangai,Taxas Portuárias,6004.91,Taxas portuárias em Xangai,,,,,,
689,Frigorífico A,2023-01-17,Xangai,Seguros,2500.0,Seguro diário,,,,,,
690,Frigorífico A,2023-01-17,Roterdã,Combustível,9287.27,Combustível em Roterdã,,,,,,
691,Frigorífico A,2023-01-17,Xangai,Carregamento/Descarga,11953.8,Carregamento/descarga de 6641 m³ de Laticínios a -10°C,Laticínios,6641.0,-10.0,,,
692,Frigorífico A,2023-01-17,Xangai,Manutenção,2476.79,Manutenção e reparos,,,,,,
693,Frigorífico A,2023-01-17,Los Angeles,Combustível,12093.15,Combustível em Los Angeles,,,,,,
694,Frigorífico B,2023-01-17,Los Angeles,Manutenção,1853.77,Manutenção e reparos,,,,,,
695,Frigorífico B,2023-01-17,Xangai,Taxas Portuárias,4474.54,Taxas portuárias em Xangai,,,,,,
696,Frigorífico B,2023-01-17,Los Angeles,Taxas Portuárias,3821.36,Taxas portuárias em Los Angeles,,,,,,
697,Frigorífico B,2023-01-17,Los Angeles,Carregamento/Descarga,16086.0,Carregamento/descarga de 16086 m³ de Peixe a -13°C,Peixe,16086.0,-13.0,,,
698,Frigorífico C,2023-01-17,Los Angeles,Combustível,22437.22,Combustível em Los Angeles,,,,,,
699,Frigorífico D,2023-01-17,Hamburgo,Taxas Portuárias,6941.49,Taxas portuárias em Hamburgo,,,,,,
700,Frigorífico D,2023-01-17,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
701,Frigorífico D,2023-01-17,Singapura,Combustível,26955.74,Combustível em Singapura,,,,,,
702,Frigorífico D,2023-01-17,Singapura,Seguros,2500.0,Seguro diário,,,,,,
703,Frigorífico E,2023-01-17,Xangai,Taxas Portuárias,5480.13,Taxas portuárias em Xangai,,,,,,
704,Frigorífico E,2023-01-17,Hamburgo,Combustível,29347.67,Combustível em Hamburgo,,,,,,
705,Frigorífico E,2023-01-17,Los Angeles,Combustível,32014.06,Combustível em Los Angeles,,,,,,
706,Frigorífico E,2023-01-17,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
707,Frigorífico E,2023-01-17,Xangai,Taxas Portuárias,2710.3,Taxas portuárias em Xangai,,,,,,
708,Frigorífico A,2023-01-18,Xangai,Combustível,13789.14,Combustível em Xangai,,,,,,
709,Frigorífico A,2023-01-18,Singapura,Seguros,2500.0,Seguro diário,,,,,,
710,Frigorífico A,2023-01-18,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
711,Frigorífico A,2023-01-18,Roterdã,Combustível,15439.16,Combustível em Roterdã,,,,,,
712,Frigorífico B,2023-01-18,Hamburgo,Carregamento/Descarga,16677.0,Carregamento/descarga de 16677 m³ de Peixe a -15°C,Peixe,16677.0,-15.0,,,
713,Frigorífico B,2023-01-18,Singapura,Seguros,2500.0,Seguro diário,,,,,,
714,Frigorífico B,2023-01-18,Xangai,Manutenção,2184.21,Manutenção e reparos,,,,,,
715,Frigorífico C,2023-01-18,Singapura,Taxas Portuárias,6743.75,Taxas portuárias em Singapura,,,,,,
716,Frigorífico C,2023-01-18,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
717,Frigorífico C,2023-01-18,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
718,Frigorífico C,2023-01-18,Singapura,Manutenção,4349.41,Manutenção e reparos,,,,,,
719,Frigorífico D,2023-01-18,Singapura,Taxas Portuárias,3099.74,Taxas portuárias em Singapura,,,,,,
720,Frigorífico D,2023-01-18,Los Angeles,Taxas Portuárias,3217.73,Taxas portuárias em Los Angeles,,,,,,
721,Frigorífico D,2023-01-18,Singapura,Carregamento/Descarga,12291.0,Carregamento/descarga de 12291 m³ de Outros a -17°C,Outros,12291.0,-17.0,,,
722,Frigorífico D,2023-01-18,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
723,Frigorífico D,2023-01-18,Los Angeles,Manutenção,2744.42,Manutenção e reparos,,,,,,
724,Frigorífico E,2023-01-18,Hamburgo,Manutenção,5325.89,Manutenção e reparos,,,,,,
725,Frigorífico E,2023-01-18,Los Angeles,Combustível,15822.66,Combustível em Los Angeles,,,,,,
726,Frigorífico E,2023-01-18,Roterdã,Manutenção,2849.52,Manutenção e reparos,,,,,,
727,Frigorífico E,2023-01-18,Singapura,Carregamento/Descarga,5130.0,Carregamento/descarga de 5130 m³ de Frutas a -16°C,Frutas,5130.0,-16.0,,,
728,Frigorífico A,2023-01-19,Singapura,Combustível,12152.97,Combustível em Singapura,,,,,,
729,Frigorífico A,2023-01-19,Roterdã,Combustível,29027.29,Combustível em Roterdã,,,,,,
730,Frigorífico A,2023-01-19,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
731,Frigorífico A,2023-01-19,Roterdã,Combustível,20687.61,Combustível em Roterdã,,,,,,
732,Frigorífico A,2023-01-19,Singapura,Combustível,32716.45,Combustível em Singapura,,,,,,
733,Frigorífico B,2023-01-19,Los Angeles,Taxas Portuárias,4307.32,Taxas portuárias em Los Angeles,,,,,,
734,Frigorífico B,2023-01-19,Los Angeles,Manutenção,1378.33,Manutenção e reparos,,,,,,
735,Frigorífico C,2023-01-19,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
736,Frigorífico C,2023-01-19,Xangai,Manutenção,4993.47,Manutenção e reparos,,,,,,
737,Frigorífico D,2023-01-19,Singapura,Taxas Portuárias,7791.71,Taxas portuárias em Singapura,,,,,,
738,Frigorífico D,2023-01-19,Singapura,Manutenção,4761.65,Manutenção e reparos,,,,,,
739,Frigorífico D,2023-01-19,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
740,Frigorífico D,2023-01-19,Roterdã,Carregamento/Descarga,13799.0,Carregamento/descarga de 13799 m³ de Carnes a -12°C,Carnes,13799.0,-12.0,,,
741,Frigorífico D,2023-01-19,Roterdã,Combustível,9639.93,Combustível em Roterdã,,,,,,
742,Frigorífico E,2023-01-19,Xangai,Carregamento/Descarga,14292.0,Carregamento/descarga de 14292 m³ de Outros a -19°C,Outros,14292.0,-19.0,,,
743,Frigorífico E,2023-01-19,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
744,Frigorífico E,2023-01-19,Singapura,Manutenção,5148.12,Manutenção e reparos,,,,,,
745,Frigorífico E,2023-01-19,Roterdã,Taxas Portuárias,8715.44,Taxas portuárias em Roterdã,,,,,,
746,Frigorífico E,2023-01-19,Singapura,Carregamento/Descarga,4484.0,Carregamento/descarga de 4484 m³ de Frutas a 3°C,Frutas,4484.0,3.0,,,
747,Frigorífico A,2023-01-20,Xangai,Manutenção,5638.05,Manutenção e reparos,,,,,,
748,Frigorífico A,2023-01-20,Xangai,Carregamento/Descarga,8320.0,Carregamento/descarga de 8320 m³ de Carnes a 1°C,Carnes,8320.0,1.0,,,
749,Frigorífico B,2023-01-20,Roterdã,Taxas Portuárias,6266.35,Taxas portuárias em Roterdã,,,,,,
750,Frigorífico C,2023-01-20,Xangai,Carregamento/Descarga,11052.0,Carregamento/descarga de 11052 m³ de Peixe a -15°C,Peixe,11052.0,-15.0,,,
751,Frigorífico C,2023-01-20,Los Angeles,Manutenção,2776.89,Manutenção e reparos,,,,,,
752,Frigorífico C,2023-01-20,Hamburgo,Taxas Portuárias,6187.4,Taxas portuárias em Hamburgo,,,,,,
753,Frigorífico C,2023-01-20,Roterdã,Taxas Portuárias,3281.35,Taxas portuárias em Roterdã,,,,,,
754,Frigorífico D,2023-01-20,Xangai,Manutenção,3803.64,Manutenção e reparos,,,,,,
755,Frigorífico D,2023-01-20,Xangai,Taxas Portuárias,5072.4,Taxas portuárias em Xangai,,,,,,
756,Frigorífico D,2023-01-20,Hamburgo,Carregamento/Descarga,8320.0,Carregamento/descarga de 8320 m³ de Frutas a -13°C,Frutas,8320.0,-13.0,,,
757,Frigorífico D,2023-01-20,Los Angeles,Carregamento/Descarga,8410.0,Carregamento/descarga de 8410 m³ de Frutas a -11°C,Frutas,8410.0,-11.0,,,
758,Frigorífico E,2023-01-20,Xangai,Combustível,17748.1,Combustível em Xangai,,,,,,
759,Frigorífico E,2023-01-20,Roterdã,Carregamento/Descarga,19237.0,Carregamento/descarga de 19237 m³ de Laticínios a 3°C,Laticínios,19237.0,3.0,,,
760,Frigorífico E,2023-01-20,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
761,Frigorífico E,2023-01-20,Los Angeles,Taxas Portuárias,6606.62,Taxas portuárias em Los Angeles,,,,,,
762,Frigorífico E,2023-01-20,Xangai,Manutenção,1502.05,Manutenção e reparos,,,,,,
763,Frigorífico A,2023-01-21,Hamburgo,Manutenção,1465.7,Manutenção e reparos,,,,,,
764,Frigorífico A,2023-01-21,Hamburgo,Taxas Portuárias,4515.11,Taxas portuárias em Hamburgo,,,,,,
765,Frigorífico A,2023-01-21,Xangai,Taxas Portuárias,4977.51,Taxas portuárias em Xangai,,,,,,
766,Frigorífico A,2023-01-21,Xangai,Taxas Portuárias,7435.12,Taxas portuárias em Xangai,,,,,,
767,Frigorífico A,2023-01-21,Hamburgo,Combustível,16404.36,Combustível em Hamburgo,,,,,,
768,Frigorífico B,2023-01-21,Xangai,Seguros,2500.0,Seguro diário,,,,,,
769,Frigorífico B,2023-01-21,Xangai,Seguros,2500.0,Seguro diário,,,,,,
770,Frigorífico B,2023-01-21,Roterdã,Seguros,2500.0,Seguro diário,,,,,,
771,Frigorífico B,2023-01-21,Hamburgo,Manutenção,4698.06,Manutenção e reparos,,,,,,
772,Frigorífico C,2023-01-21,Hamburgo,Combustível,14609.19,Combustível em Hamburgo,,,,,,
773,Frigorífico D,2023-01-21,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,
774,Frigorífico D,2023-01-21,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
775,Frigorífico D,2023-01-21,Los Angeles,Manutenção,3358.64,Manutenção e reparos,,,,,,
776,Frigorífico D,2023-01-21,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,
